"ID","Joining Date","Ethnicity","Date of Birth","Account Type"
681753,2023-07-07,"Black",2019-09-01,"Basic"
890720,2023-07-07,"White",1967-09-20,"Gold"
656301,2023-07-07,"Asian",1994-01-31,"Gold"
849187,2023-07-08,"Other",1951-10-27,"Platinum"
970978,2023-07-08,"White",1945-01-28,"Platinum"
597729,2023-07-08,"Other",1958-02-07,"Basic"
158161,2023-07-09,"White",2014-10-15,"Basic"
514489,2023-07-10,"Black",2005-05-03,"Basic"
656037,2023-07-11,"White",1961-08-17,"Platinum"
563716,2023-07-11,"Asian",1989-02-03,"Platinum"
823045,2023-07-12,"Black",1990-01-23,"Basic"
256154,2023-07-12,"Asian",1957-03-30,"Gold"
192752,2023-07-12,"Asian",1981-08-29,"Basic"
194837,2023-07-12,"Other",1962-06-28,"Platinum"
704346,2023-07-13,"Other",1978-11-04,"Gold"
306535,2023-07-13,"Asian",1977-12-23,"Basic"
960910,2023-07-13,"Black",1997-12-16,"Basic"
465769,2023-07-14,"White",1979-02-10,"Platinum"
788351,2023-07-14,"White",1985-05-07,"Platinum"
751597,2023-07-14,"White",1966-12-25,"Basic"
428393,2023-07-14,"Black",2008-05-12,"Basic"
593940,2023-07-16,"Black",1981-03-18,"Gold"
424911,2023-07-16,"Asian",1947-03-21,"Platinum"
990258,2023-07-16,"Black",1998-12-03,"Gold"
466664,2023-07-16,"Asian",1981-05-14,"Basic"
212881,2023-07-16,"Black",2002-03-19,"Platinum"
494955,2023-07-17,"Other",1985-07-02,"Platinum"
124765,2023-07-17,"Black",1965-10-15,"Basic"
822881,2023-07-17,"Other",2012-03-26,"Gold"
619806,2023-07-17,"Asian",1974-02-11,"Platinum"
516450,2023-07-17,"Black",1986-01-12,"Gold"
993957,2023-07-17,"Asian",1944-03-07,"Platinum"
760048,2023-07-17,"Black",2011-04-17,"Basic"
914893,2023-07-18,"White",1969-01-03,"Basic"
783242,2023-07-18,"Other",1952-02-12,"Basic"
481921,2023-07-19,"Asian",1970-05-05,"Gold"
228463,2023-07-19,"Other",2011-11-20,"Gold"
854139,2023-07-19,"Other",1978-07-12,"Platinum"
112430,2023-07-19,"White",1948-12-08,"Basic"
114484,2023-07-20,"Black",1987-01-19,"Basic"
798734,2023-07-20,"Black",1957-11-05,"Gold"
751067,2023-07-20,"Black",2000-09-06,"Platinum"
142608,2023-07-21,"Black",1994-08-16,"Gold"
415942,2023-07-22,"Asian",1947-09-16,"Basic"
316468,2023-07-23,"Asian",1963-09-22,"Gold"
754172,2023-07-24,"White",2011-07-21,"Basic"
217393,2023-07-24,"Asian",1947-10-29,"Platinum"
210727,2023-07-25,"White",1968-04-06,"Platinum"
703312,2023-07-25,"Other",2012-12-18,"Gold"
792923,2023-07-25,"White",1958-10-16,"Basic"
543731,2023-07-25,"Asian",1989-05-18,"Gold"
489883,2023-07-26,"Asian",1972-11-21,"Basic"
591539,2023-07-26,"White",1986-11-07,"Basic"
419675,2023-07-27,"Black",1965-06-19,"Gold"
739156,2023-07-27,"White",1976-10-20,"Platinum"
306044,2023-07-28,"Asian",1993-05-13,"Platinum"
115578,2023-07-29,"Black",1961-09-02,"Gold"
572462,2023-07-29,"Black",1965-05-29,"Platinum"
759212,2023-07-29,"White",2017-10-06,"Platinum"
344841,2023-07-30,"White",2002-12-09,"Basic"
964885,2023-07-31,"Asian",1990-01-05,"Basic"
879426,2023-07-31,"Other",1996-09-28,"Gold"
647719,2023-08-01,"Black",2000-07-20,"Gold"
115026,2023-08-01,"Asian",1993-02-26,"Basic"
107924,2023-08-02,"Black",1975-09-02,"Gold"
604078,2023-08-02,"Asian",1997-09-18,"Basic"
222493,2023-08-02,"Asian",1941-12-06,"Platinum"
660049,2023-08-02,"Asian",1984-11-21,"Basic"
499227,2023-08-03,"Other",1978-09-12,"Gold"
425443,2023-08-04,"Black",1977-07-17,"Platinum"
825747,2023-08-04,"Black",1958-10-07,"Basic"
970285,2023-08-04,"Other",1988-08-21,"Basic"
699074,2023-08-04,"Other",1972-08-13,"Basic"
618456,2023-08-06,"Asian",2009-03-13,"Basic"
201221,2023-08-06,"Black",1941-11-10,"Gold"
896280,2023-08-06,"Other",1996-09-24,"Basic"
973817,2023-08-07,"Black",1990-07-26,"Gold"
642548,2023-08-08,"Black",2017-06-01,"Gold"
162027,2023-08-08,"Other",1992-03-15,"Gold"
557275,2023-08-09,"Other",1999-09-09,"Platinum"
273251,2023-08-09,"Asian",1963-03-23,"Basic"
881809,2023-08-10,"White",1961-10-29,"Basic"
239999,2023-08-10,"Black",1988-09-07,"Platinum"
717582,2023-08-10,"Other",1950-08-05,"Basic"
150324,2023-08-11,"White",2017-06-13,"Gold"
121769,2023-08-13,"Asian",1948-12-31,"Gold"
202400,2023-08-13,"White",1962-06-28,"Basic"
485343,2023-08-14,"Other",1945-06-21,"Gold"
716137,2023-08-15,"Other",1987-01-06,"Basic"
527503,2023-08-15,"White",1967-01-08,"Gold"
121392,2023-08-15,"Black",1980-04-06,"Gold"
478868,2023-08-15,"Other",1958-10-27,"Gold"
333873,2023-08-16,"Black",1994-08-31,"Platinum"
201146,2023-08-17,"Black",1976-07-01,"Basic"
938419,2023-08-17,"White",2003-10-04,"Basic"
472221,2023-08-17,"White",1994-10-12,"Platinum"
168221,2023-08-17,"Other",2003-02-26,"Gold"
124463,2023-08-18,"Other",1943-05-12,"Basic"
732882,2023-08-18,"White",1950-06-15,"Platinum"
894124,2023-08-18,"Asian",1981-10-20,"Gold"
883835,2023-08-18,"Asian",1987-11-18,"Gold"
786474,2023-08-19,"Other",1992-04-05,"Gold"
720947,2023-08-19,"Other",1997-11-17,"Basic"
940236,2023-08-20,"White",1957-12-28,"Platinum"
813986,2023-08-20,"Other",1979-05-02,"Gold"
422091,2023-08-20,"Asian",2001-03-09,"Gold"
593067,2023-08-20,"Black",2019-10-01,"Gold"
853490,2023-08-21,"Black",2011-08-18,"Basic"
332370,2023-08-21,"White",2002-10-26,"Basic"
497542,2023-08-22,"White",2005-05-19,"Gold"
398707,2023-08-22,"Black",2012-05-03,"Gold"
692114,2023-08-22,"Asian",1973-09-10,"Platinum"
610368,2023-08-22,"Other",1965-07-15,"Basic"
488809,2023-08-23,"Black",2004-07-24,"Platinum"
850145,2023-08-23,"Other",2019-04-04,"Gold"
630270,2023-08-23,"Other",1964-01-26,"Platinum"
253699,2023-08-23,"Other",1954-12-31,"Gold"
982613,2023-08-23,"White",1949-05-29,"Platinum"
146884,2023-08-24,"Black",1961-05-19,"Basic"
340036,2023-08-25,"Other",1952-10-16,"Gold"
374944,2023-08-25,"Black",1965-03-20,"Basic"
534142,2023-08-26,"Black",1954-11-09,"Gold"
465564,2023-08-26,"Asian",2015-08-12,"Platinum"
378506,2023-08-26,"Other",1968-07-08,"Basic"
435115,2023-08-26,"Other",2012-02-07,"Basic"
673773,2023-08-26,"White",1951-09-22,"Gold"
127539,2023-08-27,"Other",2001-10-02,"Platinum"
911428,2023-08-27,"Black",2005-05-04,"Gold"
402835,2023-08-27,"Other",1941-05-25,"Platinum"
166958,2023-08-27,"Black",1947-05-02,"Platinum"
151356,2023-08-28,"Asian",2013-02-11,"Basic"
793732,2023-08-28,"Asian",1986-05-19,"Platinum"
269274,2023-08-28,"White",2000-01-08,"Platinum"
103488,2023-08-28,"Other",1957-09-26,"Basic"
312324,2023-08-28,"White",2016-08-13,"Gold"
935038,2023-08-28,"Black",2007-01-24,"Platinum"
698848,2023-08-28,"White",1970-05-08,"Platinum"
101744,2023-08-29,"Asian",1945-01-21,"Basic"
900582,2023-08-29,"Asian",1963-12-09,"Gold"
620952,2023-08-30,"White",1979-09-05,"Platinum"
697757,2023-08-30,"Other",1989-02-03,"Gold"
414182,2023-08-30,"White",1973-01-24,"Gold"
256547,2023-08-30,"Black",2013-08-21,"Gold"
549892,2023-08-30,"Asian",1959-07-05,"Gold"
268478,2023-08-31,"Black",1952-06-14,"Gold"
350315,2023-08-31,"Black",2014-04-11,"Gold"
951213,2023-08-31,"Asian",1982-08-29,"Basic"
488622,2023-08-31,"Black",1945-02-19,"Gold"
319351,2023-09-01,"Black",1961-08-11,"Gold"
569494,2023-09-01,"Black",1976-08-30,"Gold"
889441,2023-09-02,"Asian",2000-09-23,"Basic"
986393,2023-09-02,"Black",2003-12-14,"Basic"
827538,2023-09-02,"White",1982-12-21,"Gold"
428406,2023-09-02,"Asian",1972-08-08,"Basic"
662004,2023-09-03,"Black",2014-04-03,"Platinum"
152219,2023-09-03,"Black",1968-11-18,"Basic"
451570,2023-09-04,"Other",1974-04-21,"Gold"
947646,2023-09-05,"Asian",1968-04-14,"Gold"
145716,2023-09-05,"Asian",1995-03-20,"Gold"
808972,2023-09-05,"Other",2006-02-19,"Platinum"
534626,2023-09-05,"White",1944-06-25,"Platinum"
974075,2023-09-06,"White",1982-03-24,"Basic"
228727,2023-09-06,"Other",1964-03-29,"Platinum"
734567,2023-09-06,"Black",1976-01-22,"Basic"
931023,2023-09-07,"Black",1985-03-05,"Platinum"
228495,2023-09-08,"Other",2006-04-07,"Basic"
212028,2023-09-08,"White",2008-02-19,"Basic"
166124,2023-09-08,"Black",1966-05-31,"Gold"
960401,2023-09-09,"Black",1991-02-26,"Gold"
725517,2023-09-09,"White",1943-11-29,"Basic"
188536,2023-09-09,"Other",1946-12-25,"Basic"
567696,2023-09-09,"Black",1943-09-17,"Gold"
314233,2023-09-09,"Asian",2018-12-16,"Platinum"
155384,2023-09-09,"Asian",1992-07-04,"Platinum"
350952,2023-09-10,"Black",1997-05-14,"Basic"
652834,2023-09-10,"Black",1982-11-19,"Gold"
169924,2023-09-11,"White",1977-10-20,"Platinum"
274486,2023-09-11,"White",2010-04-11,"Gold"
740085,2023-09-11,"Other",2002-10-08,"Platinum"
615502,2023-09-12,"Asian",1973-10-01,"Basic"
541236,2023-09-12,"White",1964-04-13,"Gold"
743567,2023-09-12,"Other",1971-09-19,"Platinum"
817709,2023-09-12,"Other",1988-11-03,"Platinum"
528074,2023-09-13,"Other",2013-05-26,"Gold"
445532,2023-09-13,"Black",1972-10-08,"Basic"
325886,2023-09-14,"Asian",1941-05-19,"Gold"
319379,2023-09-15,"Other",1974-05-06,"Gold"
213378,2023-09-15,"Black",1987-07-03,"Basic"
339282,2023-09-16,"Other",1968-10-31,"Basic"
382180,2023-09-16,"Other",1975-12-14,"Platinum"
660162,2023-09-16,"White",2001-12-02,"Platinum"
796180,2023-09-16,"Other",1944-03-10,"Basic"
442375,2023-09-16,"White",1985-06-15,"Platinum"
163670,2023-09-17,"White",1970-09-07,"Platinum"
252873,2023-09-17,"Other",1946-02-17,"Basic"
719232,2023-09-17,"White",1983-03-06,"Platinum"
148755,2023-09-17,"White",1970-10-21,"Platinum"
232704,2023-09-17,"Black",1956-10-20,"Gold"
661243,2023-09-17,"Other",2011-11-17,"Gold"
375840,2023-09-17,"Asian",1963-03-08,"Gold"
901811,2023-09-18,"White",1968-08-28,"Basic"
497693,2023-09-19,"Other",1970-03-14,"Platinum"
598899,2023-09-19,"Black",1999-01-10,"Basic"
997703,2023-09-19,"Other",1998-01-07,"Platinum"
356495,2023-09-20,"White",1981-02-02,"Platinum"
307727,2023-09-20,"Other",1972-01-06,"Basic"
720200,2023-09-21,"Other",1996-12-24,"Basic"
207622,2023-09-22,"White",1959-12-29,"Platinum"
546446,2023-09-23,"White",1973-03-31,"Basic"
391064,2023-09-23,"Other",1959-09-07,"Gold"
861502,2023-09-24,"Other",1981-05-07,"Basic"
158323,2023-09-24,"White",1973-05-07,"Platinum"
512357,2023-09-25,"White",2009-11-19,"Basic"
701002,2023-09-25,"White",1989-03-02,"Gold"
159537,2023-09-26,"Asian",2012-07-30,"Gold"
909727,2023-09-26,"Asian",2011-01-20,"Gold"
383716,2023-09-27,"Asian",2000-06-22,"Platinum"
892110,2023-09-27,"Asian",1955-05-27,"Gold"
272178,2023-09-28,"White",1985-03-03,"Gold"
368497,2023-09-28,"Other",1991-07-29,"Basic"
611755,2023-09-28,"Other",1949-02-11,"Platinum"
826580,2023-09-28,"Black",1975-09-06,"Gold"
801185,2023-09-29,"Other",1975-03-17,"Basic"
314876,2023-09-29,"Asian",2013-02-13,"Basic"
921939,2023-09-29,"Other",1963-02-05,"Gold"
159759,2023-09-29,"Black",1993-04-29,"Gold"
625210,2023-09-30,"Other",1995-12-23,"Gold"
222775,2023-09-30,"White",1960-11-30,"Basic"
113596,2023-09-30,"Black",2005-11-19,"Basic"
861565,2023-09-30,"Black",1996-05-19,"Basic"
385540,2023-09-30,"White",1943-02-01,"Gold"
939708,2023-09-30,"White",1971-04-01,"Basic"
125311,2023-10-01,"Black",2008-05-01,"Basic"
540772,2023-10-01,"Black",1957-05-15,"Gold"
119971,2023-10-01,"Asian",1963-05-21,"Basic"
940125,2023-10-02,"Black",1949-09-22,"Gold"
341542,2023-10-03,"Black",1984-12-26,"Gold"
644707,2023-10-03,"White",1995-07-05,"Platinum"
551306,2023-10-03,"White",2008-02-06,"Gold"
790504,2023-10-04,"White",1955-06-13,"Platinum"
673020,2023-10-04,"Other",1979-11-30,"Platinum"
754452,2023-10-04,"Other",1955-11-13,"Basic"
933326,2023-10-05,"Other",2010-10-06,"Gold"
439709,2023-10-05,"Other",2009-08-21,"Basic"
405774,2023-10-05,"Asian",1993-08-11,"Gold"
804299,2023-10-06,"Other",1957-11-04,"Gold"
251536,2023-10-06,"Asian",1957-05-14,"Basic"
900970,2023-10-07,"Asian",1985-02-27,"Basic"
889600,2023-10-07,"Asian",1946-06-02,"Gold"
682556,2023-10-07,"Black",1966-09-30,"Gold"
293767,2023-10-07,"Asian",2018-01-16,"Platinum"
803346,2023-10-08,"Other",2015-09-17,"Gold"
401721,2023-10-08,"Other",1955-12-15,"Platinum"
848661,2023-10-08,"Black",1957-12-02,"Platinum"
942724,2023-10-09,"Black",1979-05-23,"Platinum"
485637,2023-10-09,"White",2001-10-20,"Basic"
234964,2023-10-10,"Other",1962-09-14,"Platinum"
175875,2023-10-10,"Asian",1970-11-19,"Gold"
973755,2023-10-10,"Black",1998-01-12,"Platinum"
691430,2023-10-11,"Black",1988-04-25,"Platinum"
326497,2023-10-11,"Black",2013-04-24,"Basic"
897163,2023-10-11,"Other",1986-10-05,"Platinum"
182172,2023-10-12,"Other",1940-11-11,"Basic"
543527,2023-10-12,"Other",2013-02-23,"Gold"
769158,2023-10-12,"Asian",1996-03-09,"Basic"
111501,2023-10-12,"Black",1999-05-03,"Gold"
261886,2023-10-13,"Asian",1974-05-23,"Basic"
206041,2023-10-13,"White",2010-10-18,"Gold"
346957,2023-10-14,"Asian",1990-12-29,"Platinum"
259388,2023-10-15,"Black",1984-08-29,"Platinum"
963545,2023-10-15,"White",2001-12-19,"Basic"
677472,2023-10-16,"Black",1996-01-18,"Gold"
832494,2023-10-16,"White",1964-06-23,"Gold"
194394,2023-10-16,"Asian",1991-06-18,"Gold"
285733,2023-10-16,"Black",2000-05-19,"Gold"
503279,2023-10-17,"White",1967-04-13,"Gold"
494925,2023-10-17,"Asian",1957-11-29,"Platinum"
172511,2023-10-18,"Other",1945-07-11,"Gold"
435013,2023-10-18,"Black",1998-09-01,"Basic"
848472,2023-10-18,"Other",2009-10-20,"Gold"
851016,2023-10-18,"White",2010-01-18,"Platinum"
762634,2023-10-19,"White",1980-01-14,"Platinum"
229517,2023-10-20,"Asian",1969-05-26,"Platinum"
971397,2023-10-20,"Other",1970-10-21,"Platinum"
415762,2023-10-20,"Black",1949-11-03,"Basic"
238622,2023-10-20,"Asian",1995-10-27,"Gold"
577581,2023-10-22,"White",1960-06-22,"Platinum"
762315,2023-10-22,"White",1940-01-26,"Gold"
701647,2023-10-22,"Other",1954-04-27,"Platinum"
559179,2023-10-22,"Other",1979-02-18,"Basic"
182986,2023-10-23,"Other",2006-01-01,"Basic"
167545,2023-10-23,"White",1987-03-15,"Platinum"
189309,2023-10-24,"Other",1985-01-29,"Platinum"
701314,2023-10-24,"White",1981-03-27,"Platinum"
625189,2023-10-24,"Other",1985-07-19,"Gold"
562722,2023-10-25,"Asian",2007-08-09,"Platinum"
371271,2023-10-25,"Other",2001-08-28,"Basic"
703596,2023-10-26,"White",1948-06-06,"Platinum"
693419,2023-10-26,"Black",1950-02-27,"Gold"
165263,2023-10-26,"Other",1970-10-15,"Platinum"
423343,2023-10-27,"White",1947-07-25,"Basic"
511264,2023-10-27,"Other",1957-07-07,"Platinum"
802490,2023-10-27,"Other",1970-05-13,"Basic"
142674,2023-10-27,"Other",1987-09-02,"Basic"
388013,2023-10-27,"Black",2018-07-13,"Gold"
593905,2023-10-27,"Black",1961-12-05,"Basic"
491387,2023-10-28,"Asian",2001-11-04,"Platinum"
158058,2023-10-28,"Other",1955-02-07,"Platinum"
918029,2023-10-28,"Black",1969-11-21,"Gold"
639158,2023-10-28,"White",1989-09-29,"Platinum"
293881,2023-10-29,"Black",1963-03-10,"Basic"
217539,2023-10-29,"White",1954-07-03,"Basic"
202437,2023-10-29,"Other",1976-12-30,"Platinum"
507932,2023-10-29,"Asian",2005-08-15,"Platinum"
213994,2023-10-29,"White",1961-04-16,"Gold"
825555,2023-10-29,"Asian",2019-11-10,"Platinum"
920547,2023-10-29,"Asian",1943-12-28,"Basic"
423637,2023-10-30,"Other",1941-01-30,"Basic"
937520,2023-10-30,"Other",1964-02-08,"Gold"
759289,2023-10-30,"Asian",1965-08-09,"Platinum"
897320,2023-10-31,"White",1978-04-13,"Basic"
917106,2023-10-31,"Asian",1942-10-16,"Platinum"
919938,2023-10-31,"White",1995-12-06,"Gold"
352431,2023-10-31,"Asian",1970-12-02,"Basic"
221238,2023-11-01,"Other",1940-12-28,"Platinum"
381269,2023-11-01,"Black",1983-07-15,"Gold"
312962,2023-11-01,"White",1978-07-12,"Gold"
190312,2023-11-03,"White",2014-01-21,"Gold"
531040,2023-11-03,"White",1978-07-17,"Gold"
410607,2023-11-03,"Asian",1958-03-08,"Gold"
959681,2023-11-04,"White",1945-11-30,"Basic"
918911,2023-11-04,"Black",1954-03-05,"Gold"
141629,2023-11-04,"Other",1957-03-09,"Basic"
689247,2023-11-04,"Black",1985-11-16,"Gold"
791769,2023-11-04,"Black",1968-11-02,"Gold"
390727,2023-11-04,"Asian",1972-10-09,"Basic"
601677,2023-11-05,"Other",1964-01-09,"Basic"
504043,2023-11-05,"Asian",1986-04-01,"Basic"
892338,2023-11-05,"White",1961-06-03,"Platinum"
753388,2023-11-06,"Asian",1952-05-16,"Platinum"
879093,2023-11-06,"Black",1968-09-21,"Gold"
595254,2023-11-06,"Other",1942-05-06,"Platinum"
129983,2023-11-07,"Asian",2001-04-12,"Basic"
279177,2023-11-07,"White",1967-02-26,"Basic"
785851,2023-11-08,"Other",1981-06-12,"Basic"
950849,2023-11-08,"Black",1990-07-30,"Gold"
874417,2023-11-09,"Other",1985-08-12,"Platinum"
494788,2023-11-11,"Black",1968-05-05,"Gold"
335173,2023-11-11,"White",1942-01-28,"Gold"
220298,2023-11-12,"Asian",1978-07-05,"Gold"
713378,2023-11-13,"Black",1977-09-28,"Basic"
112161,2023-11-13,"Asian",1967-06-27,"Platinum"
963473,2023-11-13,"White",2014-10-01,"Platinum"
168605,2023-11-14,"Black",1983-09-26,"Basic"
848904,2023-11-14,"White",1962-01-06,"Basic"
753670,2023-11-14,"Black",1991-12-04,"Basic"
235138,2023-11-15,"Asian",1967-04-23,"Platinum"
952333,2023-11-15,"Other",2000-03-05,"Gold"
512023,2023-11-16,"Black",1957-04-05,"Gold"
761978,2023-11-17,"Asian",1991-11-04,"Gold"
664737,2023-11-19,"Black",2000-07-07,"Gold"
774922,2023-11-19,"Black",2011-08-14,"Gold"
755822,2023-11-19,"Black",1942-07-04,"Gold"
748491,2023-11-20,"Asian",1957-12-07,"Platinum"
260096,2023-11-20,"Black",1955-01-10,"Basic"
829132,2023-11-20,"Other",1991-05-19,"Gold"
271529,2023-11-21,"Asian",2012-07-10,"Platinum"
697830,2023-11-21,"White",1948-11-14,"Gold"
694902,2023-11-21,"Asian",2001-03-30,"Basic"
701108,2023-11-21,"White",1975-10-29,"Basic"
140062,2023-11-22,"Black",2012-06-07,"Platinum"
824746,2023-11-23,"Black",1984-11-29,"Platinum"
145928,2023-11-23,"Other",1941-08-16,"Basic"
345518,2023-11-23,"Black",1994-12-22,"Platinum"
983346,2023-11-24,"Asian",1951-08-19,"Basic"
450210,2023-11-24,"Other",2018-08-24,"Basic"
575378,2023-11-24,"White",1974-04-07,"Platinum"
939786,2023-11-25,"Other",1997-06-16,"Gold"
949651,2023-11-25,"Other",1940-09-13,"Platinum"
784400,2023-11-26,"Asian",2002-12-10,"Gold"
720946,2023-11-26,"White",1984-06-07,"Basic"
838906,2023-11-26,"White",1976-06-01,"Gold"
311054,2023-11-26,"Black",1956-11-21,"Gold"
808528,2023-11-26,"White",1992-04-05,"Gold"
224213,2023-11-27,"Other",1992-01-17,"Platinum"
669652,2023-11-28,"Other",2009-05-28,"Platinum"
176117,2023-11-28,"Asian",1966-04-19,"Gold"
943346,2023-11-30,"Other",1957-08-27,"Basic"
271596,2023-11-30,"White",2000-09-10,"Gold"
587714,2023-12-01,"White",1952-10-02,"Gold"
441581,2023-12-01,"White",2018-07-06,"Gold"
461508,2023-12-02,"Other",1996-07-12,"Gold"
237507,2023-12-02,"Black",1944-04-06,"Basic"
801415,2023-12-02,"Asian",2010-07-07,"Gold"
174699,2023-12-02,"Asian",1989-03-13,"Gold"
268700,2023-12-04,"White",2008-10-05,"Gold"
548663,2023-12-04,"Asian",1949-05-31,"Basic"
130835,2023-12-04,"White",1984-06-07,"Basic"
569923,2023-12-04,"Other",1975-12-30,"Gold"
343327,2023-12-05,"Asian",1949-06-12,"Gold"
334199,2023-12-05,"White",2003-05-11,"Gold"
704040,2023-12-06,"Asian",1993-08-01,"Basic"
926550,2023-12-06,"Asian",1942-10-31,"Basic"
983034,2023-12-06,"Asian",1972-11-13,"Platinum"
376499,2023-12-06,"Asian",1969-01-27,"Platinum"
511565,2023-12-07,"Black",1995-03-17,"Platinum"
306981,2023-12-07,"Other",1983-01-27,"Basic"
968967,2023-12-07,"Asian",1992-12-24,"Gold"
226854,2023-12-07,"White",1988-08-03,"Gold"
147410,2023-12-08,"White",2008-10-02,"Platinum"
745654,2023-12-08,"Other",1996-11-25,"Gold"
878212,2023-12-08,"White",1957-03-01,"Basic"
285333,2023-12-08,"Other",1948-03-22,"Gold"
759970,2023-12-08,"White",1969-08-22,"Gold"
663205,2023-12-08,"Black",1981-03-30,"Platinum"
853101,2023-12-08,"Other",1984-04-13,"Basic"
480246,2023-12-08,"Asian",1982-04-13,"Platinum"
428431,2023-12-09,"Other",1993-04-27,"Basic"
232108,2023-12-10,"Asian",2009-01-24,"Gold"
141861,2023-12-10,"Other",2005-06-13,"Gold"
536823,2023-12-11,"Black",1985-06-17,"Gold"
932627,2023-12-12,"Other",1953-12-01,"Platinum"
128635,2023-12-12,"Asian",2012-06-16,"Basic"
537959,2023-12-12,"Black",2017-10-23,"Gold"
970548,2023-12-12,"Asian",1996-05-09,"Platinum"
158712,2023-12-13,"Black",1948-11-27,"Gold"
721246,2023-12-13,"Asian",2002-06-24,"Gold"
725107,2023-12-13,"Black",1991-05-07,"Gold"
906500,2023-12-14,"Other",2007-05-31,"Platinum"
906366,2023-12-14,"Asian",2015-05-15,"Gold"
314848,2023-12-14,"Asian",2015-11-30,"Gold"
868193,2023-12-14,"White",1948-09-11,"Basic"
271167,2023-12-15,"Asian",1944-05-23,"Platinum"
194739,2023-12-15,"Other",2002-03-29,"Basic"
471152,2023-12-15,"Asian",1990-09-29,"Platinum"
855858,2023-12-15,"White",1959-11-20,"Platinum"
560261,2023-12-15,"Black",1949-03-04,"Platinum"
119168,2023-12-15,"Asian",2015-04-15,"Basic"
973596,2023-12-16,"Other",1971-02-22,"Platinum"
722586,2023-12-16,"White",1942-05-15,"Gold"
864964,2023-12-16,"Black",1973-01-08,"Platinum"
554998,2023-12-16,"Black",1997-11-06,"Platinum"
305736,2023-12-16,"Asian",1978-08-15,"Basic"
421991,2023-12-17,"Other",1942-09-09,"Gold"
649104,2023-12-17,"Other",1946-03-05,"Platinum"
716900,2023-12-18,"Asian",2003-09-30,"Gold"
829567,2023-12-19,"Asian",2019-05-17,"Gold"
353144,2023-12-19,"Other",2019-12-08,"Gold"
850734,2023-12-19,"White",1968-02-20,"Platinum"
657908,2023-12-19,"Asian",1973-08-21,"Platinum"
187833,2023-12-20,"Other",1992-04-08,"Basic"
354147,2023-12-20,"Black",2019-04-14,"Gold"
765708,2023-12-21,"Black",1982-06-27,"Basic"
270858,2023-12-21,"Black",2004-08-24,"Basic"
230685,2023-12-21,"Other",1961-02-17,"Platinum"
694973,2023-12-21,"Other",2017-10-24,"Platinum"
931463,2023-12-22,"Other",1978-08-30,"Platinum"
501352,2023-12-22,"Black",1971-06-29,"Basic"
602470,2023-12-22,"Black",2018-07-12,"Gold"
765987,2023-12-22,"Black",1989-06-25,"Platinum"
607350,2023-12-22,"Other",1972-05-12,"Gold"
140408,2023-12-23,"Black",1955-03-17,"Gold"
135215,2023-12-23,"Other",1955-02-18,"Platinum"
923843,2023-12-24,"White",2015-12-11,"Gold"
858465,2023-12-25,"Black",1957-07-02,"Basic"
594256,2023-12-25,"Other",1989-03-06,"Gold"
669150,2023-12-27,"Black",1963-10-27,"Platinum"
983979,2023-12-27,"White",1954-05-04,"Basic"
779147,2023-12-27,"Other",1989-07-28,"Basic"
521080,2023-12-27,"Black",1999-04-26,"Platinum"
947772,2023-12-27,"Asian",1964-09-14,"Gold"
163418,2023-12-28,"Other",2017-10-24,"Platinum"
203942,2023-12-28,"Asian",2016-08-27,"Gold"
679893,2023-12-28,"Asian",1951-07-02,"Basic"
714000,2023-12-28,"White",1999-11-08,"Platinum"
704688,2023-12-28,"Other",2017-01-02,"Basic"
514598,2023-12-28,"Other",1971-10-10,"Platinum"
618817,2023-12-30,"Asian",1950-12-22,"Gold"
592566,2023-12-30,"Asian",1989-05-08,"Basic"
