ID,Joining Date,Account Type,Date of Birth,Ethnicity
631634,2023-05-29,Basic,1940-01-01,Asian
633141,2023-05-30,Basic,1943-05-20,White
633342,2023-02-08,Basic,1972-03-25,Asian
636423,2023-05-20,Platinum,1983-07-04,Asian
637023,2023-04-03,Platinum,1953-11-23,Black
637483,2023-05-31,Basic,2009-08-21,White
637797,2023-06-01,Platinum,1956-09-11,Asian
638662,2023-04-05,Basic,2008-03-04,Black
638704,2023-03-21,Gold,1946-04-06,Other
639158,2023-10-28,Platinum,1989-09-29,White
639573,2023-02-03,Gold,1943-10-07,Other
642548,2023-08-08,Gold,2017-06-01,Black
644707,2023-10-03,Platinum,1995-07-05,White
645286,2023-02-15,Basic,2006-05-07,Other
647719,2023-08-01,Gold,2000-07-20,Black
649104,2023-12-17,Platinum,1946-03-05,Other
649840,2023-06-11,Basic,1947-02-28,Asian
650842,2023-03-28,Gold,1953-06-06,Other
652834,2023-09-10,Gold,1982-11-19,Black
654273,2023-06-16,Gold,1942-10-10,Black
654694,2023-04-30,Platinum,1985-08-13,Other
656037,2023-07-11,Platinum,1961-08-17,White
656164,2023-04-02,Basic,1956-07-22,Asian
656301,2023-07-07,Gold,1994-01-31,Asian
656794,2023-04-10,Basic,1951-10-21,Other
657908,2023-12-19,Platinum,1973-08-21,Asian
659716,2023-05-27,Platinum,2008-11-09,Black
660049,2023-08-02,Basic,1984-11-21,Asian
660162,2023-09-16,Platinum,2001-12-02,White
661243,2023-09-17,Gold,2011-11-17,Other
662004,2023-09-03,Platinum,2014-04-03,Black
662171,2023-05-05,Platinum,1943-10-22,Black
662810,2023-02-25,Gold,1994-12-11,Asian
663205,2023-12-08,Platinum,1981-03-30,Black
663516,2023-04-25,Gold,1996-11-07,Other
664103,2023-03-23,Gold,2014-06-29,Black
664634,2023-02-06,Basic,1952-03-05,Black
664737,2023-11-19,Gold,2000-07-07,Black
664810,2023-03-10,Gold,1947-07-02,Black
667164,2023-03-31,Gold,1977-03-29,Other
667559,2023-02-14,Basic,1985-05-16,Other
667852,2023-06-27,Basic,1947-03-28,Black
669150,2023-12-27,Platinum,1963-10-27,Black
669652,2023-11-28,Platinum,2009-05-28,Other
669663,2023-04-20,Gold,1994-06-02,White
673020,2023-10-04,Platinum,1979-11-30,Other
673141,2023-01-19,Gold,1955-12-30,White
673358,2023-01-12,Platinum,2014-01-14,Other
673773,2023-08-26,Gold,1951-09-22,White
674869,2023-01-13,Platinum,1991-06-06,Asian
675627,2023-04-18,Gold,1968-08-17,Other
675810,2023-03-12,Gold,1968-12-12,Other
676797,2023-03-03,Gold,1986-11-03,Asian
677472,2023-10-16,Gold,1996-01-18,Black
679893,2023-12-28,Basic,1951-07-02,Asian
681753,2023-07-07,Basic,2019-09-01,Black
682556,2023-10-07,Gold,1966-09-30,Black
682562,2023-05-25,Basic,1984-04-16,Black
683051,2023-01-13,Basic,1957-07-08,Black
683299,2023-06-05,Basic,2000-09-12,Asian
687384,2023-06-15,Basic,1963-04-02,Asian
687501,2023-04-06,Platinum,1976-08-21,Black
689247,2023-11-04,Gold,1985-11-16,Black
691378,2023-01-27,Basic,1979-12-07,Other
691430,2023-10-11,Platinum,1988-04-25,Black
692114,2023-08-22,Platinum,1973-09-10,Asian
693419,2023-10-26,Gold,1950-02-27,Black
694902,2023-11-21,Basic,2001-03-30,Asian
694973,2023-12-21,Platinum,2017-10-24,Other
695485,2023-02-12,Gold,1954-11-26,White
697757,2023-08-30,Gold,1989-02-03,Other
697830,2023-11-21,Gold,1948-11-14,White
698182,2023-02-20,Gold,1960-12-28,Asian
698434,2023-03-11,Basic,1946-12-23,Black
698848,2023-08-28,Platinum,1970-05-08,White
699074,2023-08-04,Basic,1972-08-13,Other
700604,2023-06-30,Gold,1969-08-24,White
700950,2023-03-10,Basic,1940-06-18,Black
701002,2023-09-25,Gold,1989-03-02,White
701108,2023-11-21,Basic,1975-10-29,White
701255,2023-04-15,Gold,1973-03-22,White
701314,2023-10-24,Platinum,1981-03-27,White
701647,2023-10-22,Platinum,1954-04-27,Other
703312,2023-07-25,Gold,2012-12-18,Other
703596,2023-10-26,Platinum,1948-06-06,White
704040,2023-12-06,Basic,1993-08-01,Asian
704346,2023-07-13,Gold,1978-11-04,Other
704688,2023-12-28,Basic,2017-01-02,Other
706102,2023-04-15,Platinum,1958-06-19,White
708191,2023-04-12,Basic,1974-06-30,White
711747,2023-01-30,Gold,1940-09-28,White
712911,2023-02-18,Gold,1943-06-05,Other
713378,2023-11-13,Basic,1977-09-28,Black
713519,2023-06-04,Gold,1964-02-25,White
714000,2023-12-28,Platinum,1999-11-08,White
714124,2023-03-07,Platinum,1986-12-24,Other
714800,2023-01-26,Basic,1974-06-25,Asian
716137,2023-08-15,Basic,1987-01-06,Other
716354,2023-01-10,Gold,1997-12-18,Black
716900,2023-12-18,Gold,2003-09-30,Asian
717206,2023-06-21,Platinum,1963-06-19,Black
717582,2023-08-10,Basic,1950-08-05,Other
719232,2023-09-17,Platinum,1983-03-06,White
720200,2023-09-21,Basic,1996-12-24,Other
720946,2023-11-26,Basic,1984-06-07,White
720947,2023-08-19,Basic,1997-11-17,Other
721246,2023-12-13,Gold,2002-06-24,Asian
721471,2023-01-31,Platinum,1985-08-17,Other
722586,2023-12-16,Gold,1942-05-15,White
723823,2023-05-31,Basic,2005-05-17,White
725107,2023-12-13,Gold,1991-05-07,Black
725200,2023-06-23,Basic,1952-03-26,Asian
725355,2023-03-19,Gold,1975-09-22,Asian
725517,2023-09-09,Basic,1943-11-29,White
727292,2023-04-11,Gold,1984-01-13,Black
729571,2023-06-26,Platinum,2004-08-01,Black
730864,2023-05-24,Gold,2015-04-26,Other
731003,2023-01-13,Platinum,1941-09-16,White
731015,2023-06-10,Basic,1955-12-02,Other
731240,2023-04-04,Gold,1951-05-08,Other
731691,2023-03-16,Platinum,1951-07-29,Black
732882,2023-08-18,Platinum,1950-06-15,White
733667,2023-01-20,Platinum,1944-11-15,Black
734567,2023-09-06,Basic,1976-01-22,Black
737345,2023-02-14,Gold,1971-01-27,Other
738405,2023-05-02,Basic,1952-10-12,Asian
739156,2023-07-27,Platinum,1976-10-20,White
740085,2023-09-11,Platinum,2002-10-08,Other
742071,2023-01-19,Platinum,1968-09-22,White
742364,2023-02-02,Gold,1978-09-09,Black
742714,2023-05-05,Gold,1968-04-04,Black
743567,2023-09-12,Platinum,1971-09-19,Other
745654,2023-12-08,Gold,1996-11-25,Other
747682,2023-05-21,Platinum,1985-12-04,Black
747974,2023-02-10,Gold,1966-08-14,Asian
748205,2023-02-05,Gold,2002-06-19,Asian
748215,2023-04-25,Gold,2013-05-01,Black
748491,2023-11-20,Platinum,1957-12-07,Asian
751067,2023-07-20,Platinum,2000-09-06,Black
751597,2023-07-14,Basic,1966-12-25,White
753388,2023-11-06,Platinum,1952-05-16,Asian
753670,2023-11-14,Basic,1991-12-04,Black
754172,2023-07-24,Basic,2011-07-21,White
754452,2023-10-04,Basic,1955-11-13,Other
754791,2023-01-03,Basic,1952-07-17,Other
755120,2023-01-12,Platinum,1984-07-06,Other
755287,2023-03-24,Platinum,1997-08-27,Black
755822,2023-11-19,Gold,1942-07-04,Black
759212,2023-07-29,Platinum,2017-10-06,White
759289,2023-10-30,Platinum,1965-08-09,Asian
759970,2023-12-08,Gold,1969-08-22,White
760048,2023-07-17,Basic,2011-04-17,Black
761244,2023-01-02,Platinum,1942-12-26,White
761978,2023-11-17,Gold,1991-11-04,Asian
762315,2023-10-22,Gold,1940-01-26,White
762476,2023-03-23,Basic,1956-06-03,Other
762634,2023-10-19,Platinum,1980-01-14,White
765708,2023-12-21,Basic,1982-06-27,Black
765987,2023-12-22,Platinum,1989-06-25,Black
766091,2023-07-03,Basic,2013-10-24,White
768053,2023-06-14,Gold,1998-01-17,White
769158,2023-10-12,Basic,1996-03-09,Asian
771144,2023-04-08,Basic,1962-10-21,Asian
771442,2023-02-22,Basic,1974-05-07,White
772826,2023-01-28,Basic,1978-08-29,White
773841,2023-05-19,Platinum,1990-03-18,Other
774922,2023-11-19,Gold,2011-08-14,Black
775261,2023-05-03,Gold,1952-02-23,White
777515,2023-01-31,Basic,1989-04-03,White
778767,2023-05-12,Basic,1991-06-05,White
779147,2023-12-27,Basic,1989-07-28,Other
779629,2023-04-13,Platinum,1993-06-30,White
783242,2023-07-18,Basic,1952-02-12,Other
784400,2023-11-26,Gold,2002-12-10,Asian
784685,2023-01-29,Platinum,1968-06-17,White
785116,2023-01-24,Gold,1957-11-25,White
785851,2023-11-08,Basic,1981-06-12,Other
785906,2023-06-22,Basic,1967-06-20,Asian
786474,2023-08-19,Gold,1992-04-05,Other
788351,2023-07-14,Platinum,1985-05-07,White
790504,2023-10-04,Platinum,1955-06-13,White
791553,2023-06-28,Gold,1982-09-24,White
791769,2023-11-04,Gold,1968-11-02,Black
791978,2023-03-28,Basic,1985-10-18,White
792923,2023-07-25,Basic,1958-10-16,White
793000,2023-02-12,Basic,1951-04-29,Asian
793732,2023-08-28,Platinum,1986-05-19,Asian
796180,2023-09-16,Basic,1944-03-10,Other
797127,2023-04-19,Platinum,1987-06-26,Black
798734,2023-07-20,Gold,1957-11-05,Black
800314,2023-05-12,Basic,1963-07-20,Other
801185,2023-09-29,Basic,1975-03-17,Other
801200,2023-05-15,Platinum,1979-01-25,Black
801415,2023-12-02,Gold,2010-07-07,Asian
801438,2023-01-31,Basic,1950-06-20,Asian
802490,2023-10-27,Basic,1970-05-13,Other
803346,2023-10-08,Gold,2015-09-17,Other
804299,2023-10-06,Gold,1957-11-04,Other
804513,2023-02-25,Gold,1974-05-12,Asian
805034,2023-03-19,Platinum,1968-01-10,Asian
805246,2023-04-16,Gold,1971-07-20,Asian
806648,2023-01-29,Platinum,1986-08-20,Other
806735,2023-01-11,Platinum,1945-04-15,Asian
806747,2023-01-05,Basic,2007-05-31,Other
806804,2023-01-28,Basic,1948-10-05,Other
808528,2023-11-26,Gold,1992-04-05,White
808972,2023-09-05,Platinum,2006-02-19,Other
809513,2023-01-06,Basic,1951-01-01,Black
809555,2023-06-26,Basic,1952-05-07,Other
813344,2023-01-20,Gold,1966-11-04,White
813986,2023-08-20,Gold,1979-05-02,Other
814161,2023-07-03,Gold,1999-12-02,Black
814220,2023-06-09,Basic,1942-04-21,Other
817709,2023-09-12,Platinum,1988-11-03,Other
818135,2023-04-03,Gold,1954-04-11,Asian
822881,2023-07-17,Gold,2012-03-26,Other
823045,2023-07-12,Basic,1990-01-23,Black
824009,2023-04-27,Platinum,1989-03-27,Black
824746,2023-11-23,Platinum,1984-11-29,Black
825555,2023-10-29,Platinum,2019-11-10,Asian
825747,2023-08-04,Basic,1958-10-07,Black
826580,2023-09-28,Gold,1975-09-06,Black
827538,2023-09-02,Gold,1982-12-21,White
828504,2023-02-10,Basic,2013-09-21,Other
828717,2023-05-04,Basic,1978-10-08,White
829132,2023-11-20,Gold,1991-05-19,Other
829199,2023-01-05,Basic,1978-01-25,Other
829567,2023-12-19,Gold,2019-05-17,Asian
829902,2023-02-11,Platinum,1968-04-14,Other
830235,2023-03-14,Gold,1947-08-15,Black
830903,2023-06-07,Gold,1994-03-03,Other
832052,2023-03-12,Basic,1981-08-21,Black
832494,2023-10-16,Gold,1964-06-23,White
835234,2023-03-13,Basic,1948-06-04,Other
838073,2023-03-26,Basic,2011-09-14,Asian
838883,2023-05-29,Basic,1980-12-10,White
838906,2023-11-26,Gold,1976-06-01,White
840464,2023-01-06,Gold,1968-07-18,Asian
842913,2023-03-29,Gold,1945-04-22,Other
843274,2023-05-22,Basic,1941-08-11,Other
844387,2023-02-02,Basic,1950-01-17,Asian
845293,2023-01-02,Platinum,1946-05-28,Black
845839,2023-03-17,Platinum,1979-05-29,Black
847929,2023-06-16,Basic,1951-10-14,Asian
848472,2023-10-18,Gold,2009-10-20,Other
848661,2023-10-08,Platinum,1957-12-02,Black
848904,2023-11-14,Basic,1962-01-06,White
849187,2023-07-08,Platinum,1951-10-27,Other
850145,2023-08-23,Gold,2019-04-04,Other
850402,2023-01-23,Gold,1991-09-17,Other
850734,2023-12-19,Platinum,1968-02-20,White
850891,2023-06-11,Basic,1941-04-14,Black
851016,2023-10-18,Platinum,2010-01-18,White
853101,2023-12-08,Basic,1984-04-13,Other
853490,2023-08-21,Basic,2011-08-18,Black
854139,2023-07-19,Platinum,1978-07-12,Other
855858,2023-12-15,Platinum,1959-11-20,White
856901,2023-04-02,Basic,1941-10-21,Other
858465,2023-12-25,Basic,1957-07-02,Black
858519,2023-07-01,Gold,2000-01-27,White
859391,2023-03-15,Platinum,1999-04-11,Black
861502,2023-09-24,Basic,1981-05-07,Other
861565,2023-09-30,Basic,1996-05-19,Black
862571,2023-02-07,Gold,1962-03-10,Black
863243,2023-01-01,Platinum,2007-12-30,Other
863998,2023-02-24,Platinum,2006-11-23,Asian
864964,2023-12-16,Platinum,1973-01-08,Black
865336,2023-06-15,Gold,1969-11-27,Other
866947,2023-02-02,Gold,1949-04-11,Other
867196,2023-04-08,Basic,1953-06-18,Other
867729,2023-02-03,Basic,1957-04-24,Black
868193,2023-12-14,Basic,1948-09-11,White
868733,2023-06-22,Basic,1967-02-17,Asian
871141,2023-04-16,Basic,1944-02-24,Other
871764,2023-01-02,Gold,1967-10-29,White
873760,2023-04-26,Gold,1980-12-31,White
874417,2023-11-09,Platinum,1985-08-12,Other
875629,2023-05-20,Basic,1950-06-04,Other
878212,2023-12-08,Basic,1957-03-01,White
878515,2023-05-07,Gold,1989-07-21,Other
879093,2023-11-06,Gold,1968-09-21,Black
879426,2023-07-31,Gold,1996-09-28,Other
881176,2023-04-25,Basic,1979-01-18,Other
881325,2023-06-21,Basic,1981-07-11,Other
881809,2023-08-10,Basic,1961-10-29,White
883835,2023-08-18,Gold,1987-11-18,Asian
884641,2023-02-12,Basic,1970-02-20,Other
884949,2023-05-31,Gold,1943-12-03,Asian
888481,2023-01-11,Basic,2017-10-14,Other
888532,2023-01-17,Gold,2013-01-11,White
889441,2023-09-02,Basic,2000-09-23,Asian
889600,2023-10-07,Gold,1946-06-02,Asian
890043,2023-02-08,Basic,2010-05-24,White
890532,2023-06-16,Gold,1988-04-15,White
890720,2023-07-07,Gold,1967-09-20,White
892110,2023-09-27,Gold,1955-05-27,Asian
892338,2023-11-05,Platinum,1961-06-03,White
893948,2023-01-01,Gold,2013-09-01,White
894124,2023-08-18,Gold,1981-10-20,Asian
894920,2023-03-25,Platinum,1979-12-03,White
895152,2023-03-28,Basic,1941-08-04,Asian
896280,2023-08-06,Basic,1996-09-24,Other
897163,2023-10-11,Platinum,1986-10-05,Other
897320,2023-10-31,Basic,1978-04-13,White
898177,2023-02-28,Platinum,1975-10-13,Asian
899966,2023-01-05,Gold,2015-02-13,White
900289,2023-06-16,Basic,1987-01-29,Other
900582,2023-08-29,Gold,1963-12-09,Asian
900910,2023-02-27,Gold,1967-09-21,White
900970,2023-10-07,Basic,1985-02-27,Asian
901811,2023-09-18,Basic,1968-08-28,White
905817,2023-02-17,Gold,1969-04-24,Other
906366,2023-12-14,Gold,2015-05-15,Asian
906500,2023-12-14,Platinum,2007-05-31,Other
907496,2023-06-09,Platinum,2002-12-22,Asian
908478,2023-04-25,Gold,1941-10-05,Asian
909727,2023-09-26,Gold,2011-01-20,Asian
911428,2023-08-27,Gold,2005-05-04,Black
911471,2023-04-05,Basic,2007-01-11,White
913984,2023-02-15,Platinum,2008-09-06,White
914893,2023-07-18,Basic,1969-01-03,White
915339,2023-04-28,Gold,1997-05-07,White
917106,2023-10-31,Platinum,1942-10-16,Asian
918029,2023-10-28,Gold,1969-11-21,Black
918799,2023-06-04,Gold,2010-10-22,White
918911,2023-11-04,Gold,1954-03-05,Black
919470,2023-04-27,Basic,1949-10-09,Other
919938,2023-10-31,Gold,1995-12-06,White
920547,2023-10-29,Basic,1943-12-28,Asian
920752,2023-01-04,Gold,1990-09-01,White
921939,2023-09-29,Gold,1963-02-05,Other
922365,2023-04-13,Basic,2011-08-11,Asian
923843,2023-12-24,Gold,2015-12-11,White
924472,2023-03-24,Basic,1972-06-14,White
925655,2023-06-26,Gold,2017-12-26,Asian
926550,2023-12-06,Basic,1942-10-31,Asian
929308,2023-01-05,Basic,2004-10-19,Other
930802,2023-05-14,Gold,2018-02-18,Asian
931023,2023-09-07,Platinum,1985-03-05,Black
931463,2023-12-22,Platinum,1978-08-30,Other
932133,2023-03-25,Basic,1944-09-22,Black
932627,2023-12-12,Platinum,1953-12-01,Other
933040,2023-01-16,Gold,1991-12-12,Asian
933326,2023-10-05,Gold,2010-10-06,Other
934663,2023-04-27,Basic,1969-01-29,Black
935038,2023-08-28,Platinum,2007-01-24,Black
937520,2023-10-30,Gold,1964-02-08,Other
938419,2023-08-17,Basic,2003-10-04,White
938610,2023-02-14,Platinum,2006-11-18,Other
939708,2023-09-30,Basic,1971-04-01,White
939786,2023-11-25,Gold,1997-06-16,Other
940125,2023-10-02,Gold,1949-09-22,Black
940236,2023-08-20,Platinum,1957-12-28,White
940601,2023-02-09,Platinum,2011-08-04,Other
942174,2023-05-10,Gold,1984-06-11,White
942724,2023-10-09,Platinum,1979-05-23,Black
943346,2023-11-30,Basic,1957-08-27,Other
943375,2023-01-24,Platinum,1958-07-26,Other
947646,2023-09-05,Gold,1968-04-14,Asian
947772,2023-12-27,Gold,1964-09-14,Asian
949651,2023-11-25,Platinum,1940-09-13,Other
949894,2023-06-22,Gold,1946-12-21,Asian
950849,2023-11-08,Gold,1990-07-30,Black
951213,2023-08-31,Basic,1982-08-29,Asian
952333,2023-11-15,Gold,2000-03-05,Other
954550,2023-04-08,Gold,1953-01-23,Black
957074,2023-06-28,Gold,1964-09-18,Other
957631,2023-01-29,Basic,1956-06-19,Black
959681,2023-11-04,Basic,1945-11-30,White
960368,2023-01-26,Platinum,1997-09-05,Asian
960401,2023-09-09,Gold,1991-02-26,Black
960910,2023-07-13,Basic,1997-12-16,Black
963473,2023-11-13,Platinum,2014-10-01,White
963545,2023-10-15,Basic,2001-12-19,White
963921,2023-03-20,Gold,2011-09-08,Black
964885,2023-07-31,Basic,1990-01-05,Asian
968654,2023-03-12,Gold,1981-01-26,White
968967,2023-12-07,Gold,1992-12-24,Asian
970285,2023-08-04,Basic,1988-08-21,Other
970548,2023-12-12,Platinum,1996-05-09,Asian
970794,2023-06-26,Platinum,1969-11-01,Asian
970978,2023-07-08,Platinum,1945-01-28,White
971397,2023-10-20,Platinum,1970-10-21,Other
973103,2023-03-19,Platinum,1942-03-29,Asian
973596,2023-12-16,Platinum,1971-02-22,Other
973755,2023-10-10,Platinum,1998-01-12,Black
973817,2023-08-07,Gold,1990-07-26,Black
974075,2023-09-06,Basic,1982-03-24,White
976803,2023-04-14,Platinum,1940-07-11,Black
978249,2023-02-20,Platinum,1944-07-09,Asian
978930,2023-02-25,Basic,2016-03-27,Asian
979311,2023-06-08,Platinum,2010-12-08,White
979652,2023-05-15,Platinum,1956-05-23,Black
980787,2023-03-13,Platinum,1975-02-18,Black
982585,2023-04-11,Gold,2016-02-07,Black
982613,2023-08-23,Platinum,1949-05-29,White
982951,2023-03-03,Platinum,1982-03-06,Black
983034,2023-12-06,Platinum,1972-11-13,Asian
983346,2023-11-24,Basic,1951-08-19,Asian
983979,2023-12-27,Basic,1954-05-04,White
984067,2023-04-22,Basic,1958-04-09,Black
984843,2023-04-28,Platinum,1958-09-23,Asian
985783,2023-05-06,Basic,1951-03-28,Asian
986393,2023-09-02,Basic,2003-12-14,Black
988008,2023-02-06,Gold,1971-07-09,Asian
989180,2023-03-14,Gold,1953-09-18,White
990258,2023-07-16,Gold,1998-12-03,Black
991305,2023-04-16,Platinum,1986-10-30,Other
993112,2023-06-30,Platinum,1942-10-02,Asian
993957,2023-07-17,Platinum,1944-03-07,Asian
993967,2023-02-15,Platinum,1951-02-23,Asian
994016,2023-03-29,Platinum,1955-03-29,Other
994289,2023-06-16,Gold,1990-05-09,White
994611,2023-01-10,Basic,1994-06-19,Black
995456,2023-02-17,Basic,1975-03-05,Other
997703,2023-09-19,Platinum,1998-01-07,Other
