Salesperson,Date,Bike Type,Sales,YTD Total
Jenny,2021-11-19,Gravel,9.0,4132.0
Jenny,2021-11-20,Gravel,63.0,4132.0
Jenny,2021-11-21,Gravel,60.0,4132.0
Jenny,2021-11-22,Gravel,33.0,4132.0
Jenny,2021-11-23,Gravel,39.0,4132.0
Jenny,2021-11-24,Gravel,97.0,4132.0
Jenny,2021-11-25,Gravel,7.0,4132.0
Jenny,2021-11-26,Gravel,26.0,4132.0
Jenny,2021-11-27,Gravel,71.0,4132.0
Jenny,2021-11-28,Gravel,69.0,4132.0
Jenny,2021-11-29,Gravel,72.0,4132.0
Jenny,2021-11-30,Gravel,94.0,4132.0
Tom,2021-11-01,Gravel,30.0,4395.0
Tom,2021-11-02,Gravel,56.0,4395.0
Tom,2021-11-03,Gravel,77.0,4395.0
Tom,2021-11-04,Gravel,37.0,4395.0
Tom,2021-11-05,Gravel,69.0,4395.0
Tom,2021-11-06,Gravel,62.0,4395.0
Tom,2021-11-07,Gravel,53.0,4395.0
Tom,2021-11-08,Gravel,77.0,4395.0
Tom,2021-11-09,Gravel,84.0,4395.0
Tom,2021-11-10,Gravel,22.0,4395.0
Tom,2021-11-11,Gravel,62.0,4395.0
Tom,2021-11-12,Gravel,68.0,4395.0
Tom,2021-11-13,Gravel,15.0,4395.0
Tom,2021-11-14,Gravel,7.0,4395.0
Tom,2021-11-15,Gravel,9.0,4395.0
Tom,2021-11-16,Gravel,29.0,4395.0
Tom,2021-11-17,Gravel,70.0,4395.0
Tom,2021-11-18,Gravel,95.0,4395.0
Tom,2021-11-19,Gravel,60.0,4395.0
Tom,2021-11-20,Gravel,26.0,4395.0
Tom,2021-11-21,Gravel,10.0,4395.0
Tom,2021-11-22,Gravel,99.0,4395.0
Tom,2021-11-23,Gravel,37.0,4395.0
Tom,2021-11-24,Gravel,57.0,4395.0
Tom,2021-11-25,Gravel,15.0,4395.0
Tom,2021-11-26,Gravel,91.0,4395.0
Tom,2021-11-27,Gravel,28.0,4395.0
Tom,2021-11-28,Gravel,73.0,4395.0
Tom,2021-11-29,Gravel,62.0,4395.0
Tom,2021-11-30,Gravel,48.0,4395.0
Carl,2021-10-01,Mountain,25.0,32768.0
Carl,2021-10-02,Mountain,63.0,32768.0
Carl,2021-10-03,Mountain,40.0,32768.0
Carl,2021-10-04,Mountain,55.0,32768.0
Carl,2021-10-05,Mountain,62.0,32768.0
Carl,2021-10-06,Mountain,27.0,32768.0
Carl,2021-10-07,Mountain,4.0,32768.0
Carl,2021-10-08,Mountain,51.0,32768.0
Carl,2021-10-09,Mountain,64.0,32768.0
Carl,2021-10-10,Mountain,51.0,32768.0
Carl,2021-10-11,Mountain,56.0,32768.0
Carl,2021-10-12,Mountain,98.0,32768.0
Carl,2021-10-13,Mountain,74.0,32768.0
Carl,2021-10-14,Mountain,41.0,32768.0
Carl,2021-10-15,Mountain,19.0,32768.0
Carl,2021-10-16,Mountain,97.0,32768.0
Carl,2021-10-17,Mountain,100.0,32768.0
Carl,2021-10-18,Mountain,41.0,32768.0
Carl,2021-10-19,Mountain,56.0,32768.0
Carl,2021-10-20,Mountain,36.0,32768.0
Carl,2021-10-21,Mountain,20.0,32768.0
Carl,2021-10-22,Mountain,46.0,32768.0
Carl,2021-10-23,Mountain,64.0,32768.0
Carl,2021-10-24,Mountain,44.0,32768.0
Carl,2021-10-25,Mountain,61.0,32768.0
Carl,2021-10-26,Mountain,53.0,32768.0
Carl,2021-10-27,Mountain,35.0,32768.0
Carl,2021-10-28,Mountain,99.0,32768.0
Carl,2021-10-29,Mountain,76.0,32768.0
Carl,2021-10-30,Mountain,40.0,32768.0
Carl,2021-10-31,Mountain,35.0,32768.0
Ollie,2021-10-01,Mountain,67.0,45627.0
Ollie,2021-10-02,Mountain,95.0,45627.0
Ollie,2021-10-03,Mountain,94.0,45627.0
Ollie,2021-10-04,Mountain,100.0,45627.0
Ollie,2021-10-05,Mountain,50.0,45627.0
Ollie,2021-10-06,Mountain,80.0,45627.0
Ollie,2021-10-07,Mountain,61.0,45627.0
Ollie,2021-10-08,Mountain,34.0,45627.0
Ollie,2021-10-09,Mountain,6.0,45627.0
Ollie,2021-10-10,Mountain,7.0,45627.0
Ollie,2021-10-11,Mountain,64.0,45627.0
Ollie,2021-10-12,Mountain,1.0,45627.0
Ollie,2021-10-13,Mountain,62.0,45627.0
Ollie,2021-10-14,Mountain,38.0,45627.0
Ollie,2021-10-15,Mountain,83.0,45627.0
Ollie,2021-10-16,Mountain,53.0,45627.0
Ollie,2021-10-17,Mountain,7.0,45627.0
Ollie,2021-10-18,Mountain,66.0,45627.0
Ollie,2021-10-19,Mountain,62.0,45627.0
Ollie,2021-10-20,Mountain,86.0,45627.0
Ollie,2021-10-21,Mountain,58.0,45627.0
Ollie,2021-10-22,Mountain,8.0,45627.0
Ollie,2021-10-23,Mountain,100.0,45627.0
Ollie,2021-10-24,Mountain,82.0,45627.0
Ollie,2021-10-25,Mountain,32.0,45627.0
Ollie,2021-10-26,Mountain,68.0,45627.0
Ollie,2021-10-27,Mountain,9.0,45627.0
Ollie,2021-10-28,Mountain,22.0,45627.0
Ollie,2021-10-29,Mountain,98.0,45627.0
Ollie,2021-10-30,Mountain,56.0,45627.0
Ollie,2021-10-31,Mountain,93.0,45627.0
Lorna,2021-10-01,Mountain,51.0,64704.0
Lorna,2021-10-02,Mountain,75.0,64704.0
Lorna,2021-10-03,Mountain,32.0,64704.0
Lorna,2021-10-04,Mountain,43.0,64704.0
Lorna,2021-10-05,Mountain,57.0,64704.0
Lorna,2021-10-06,Mountain,56.0,64704.0
Lorna,2021-10-07,Mountain,71.0,64704.0
Lorna,2021-10-08,Mountain,71.0,64704.0
Lorna,2021-10-09,Mountain,31.0,64704.0
Lorna,2021-10-10,Mountain,74.0,64704.0
Lorna,2021-10-11,Mountain,31.0,64704.0
Lorna,2021-10-12,Mountain,85.0,64704.0
Lorna,2021-10-13,Mountain,63.0,64704.0
Lorna,2021-10-14,Mountain,79.0,64704.0
Lorna,2021-10-15,Mountain,64.0,64704.0
Lorna,2021-10-16,Mountain,3.0,64704.0
Lorna,2021-10-17,Mountain,48.0,64704.0
Lorna,2021-10-18,Mountain,11.0,64704.0
Lorna,2021-10-19,Mountain,90.0,64704.0
Lorna,2021-10-20,Mountain,98.0,64704.0
Lorna,2021-10-21,Mountain,97.0,64704.0
Lorna,2021-10-22,Mountain,45.0,64704.0
Lorna,2021-10-23,Mountain,29.0,64704.0
Lorna,2021-10-24,Mountain,82.0,64704.0
Lorna,2021-10-25,Mountain,76.0,64704.0
Lorna,2021-10-26,Mountain,94.0,64704.0
Lorna,2021-10-27,Mountain,67.0,64704.0
Lorna,2021-10-28,Mountain,65.0,64704.0
Lorna,2021-10-29,Mountain,0.0,64704.0
Lorna,2021-10-30,Mountain,29.0,64704.0
Lorna,2021-10-31,Mountain,37.0,64704.0
Jenny,2021-10-01,Mountain,25.0,20707.0
Jenny,2021-10-02,Mountain,95.0,20707.0
Jenny,2021-10-03,Mountain,37.0,20707.0
Jenny,2021-10-04,Mountain,5.0,20707.0
Jenny,2021-10-05,Mountain,46.0,20707.0
Jenny,2021-10-06,Mountain,93.0,20707.0
Jenny,2021-10-07,Mountain,52.0,20707.0
Jenny,2021-10-08,Mountain,14.0,20707.0
Jenny,2021-10-09,Mountain,72.0,20707.0
Jenny,2021-10-10,Mountain,58.0,20707.0
Jenny,2021-10-11,Mountain,7.0,20707.0
Jenny,2021-10-12,Mountain,66.0,20707.0
Jenny,2021-10-13,Mountain,94.0,20707.0
Jenny,2021-10-14,Mountain,27.0,20707.0
Jenny,2021-10-15,Mountain,24.0,20707.0
Jenny,2021-10-16,Mountain,53.0,20707.0
Jenny,2021-10-17,Mountain,79.0,20707.0
Jenny,2021-10-18,Mountain,26.0,20707.0
Jenny,2021-10-19,Mountain,51.0,20707.0
Jenny,2021-10-20,Mountain,31.0,20707.0
Jenny,2021-10-21,Mountain,52.0,20707.0
Jenny,2021-10-22,Mountain,23.0,20707.0
Jenny,2021-10-23,Mountain,14.0,20707.0
Jenny,2021-10-24,Mountain,31.0,20707.0
Jenny,2021-10-25,Mountain,9.0,20707.0
Jenny,2021-10-26,Mountain,72.0,20707.0
Jenny,2021-10-27,Mountain,83.0,20707.0
Jenny,2021-10-28,Mountain,75.0,20707.0
Jenny,2021-10-29,Mountain,83.0,20707.0
Jenny,2021-10-30,Mountain,39.0,20707.0
Jenny,2021-10-31,Mountain,100.0,20707.0
Tom,2021-10-01,Mountain,75.0,74377.0
Tom,2021-10-02,Mountain,68.0,74377.0
Tom,2021-10-03,Mountain,31.0,74377.0
Tom,2021-10-04,Mountain,75.0,74377.0
Tom,2021-10-05,Mountain,11.0,74377.0
Tom,2021-10-06,Mountain,41.0,74377.0
Tom,2021-10-07,Mountain,78.0,74377.0
Tom,2021-10-08,Mountain,97.0,74377.0
Tom,2021-10-09,Mountain,33.0,74377.0
Tom,2021-10-10,Mountain,77.0,74377.0
Tom,2021-10-11,Mountain,32.0,74377.0
Tom,2021-10-12,Mountain,0.0,74377.0
Tom,2021-10-13,Mountain,71.0,74377.0
Tom,2021-10-14,Mountain,24.0,74377.0
Tom,2021-10-15,Mountain,99.0,74377.0
Tom,2021-10-16,Mountain,91.0,74377.0
Tom,2021-10-17,Mountain,51.0,74377.0
Tom,2021-10-18,Mountain,87.0,74377.0
Tom,2021-10-19,Mountain,57.0,74377.0
Tom,2021-10-20,Mountain,23.0,74377.0
Tom,2021-10-21,Mountain,63.0,74377.0
Tom,2021-10-22,Mountain,42.0,74377.0
Tom,2021-10-23,Mountain,61.0,74377.0
Tom,2021-10-24,Mountain,98.0,74377.0
Tom,2021-10-25,Mountain,89.0,74377.0
Tom,2021-10-26,Mountain,25.0,74377.0
Tom,2021-10-27,Mountain,58.0,74377.0
Tom,2021-10-28,Mountain,33.0,74377.0
Tom,2021-10-29,Mountain,67.0,74377.0
Tom,2021-10-30,Mountain,75.0,74377.0
Tom,2021-10-31,Mountain,60.0,74377.0
Carl,2021-11-01,Mountain,22.0,5043.0
Carl,2021-11-02,Mountain,73.0,5043.0
Carl,2021-11-03,Mountain,73.0,5043.0
Carl,2021-11-04,Mountain,12.0,5043.0
Carl,2021-11-05,Mountain,27.0,5043.0
Carl,2021-11-06,Mountain,91.0,5043.0
Carl,2021-11-07,Mountain,33.0,5043.0
Carl,2021-11-08,Mountain,98.0,5043.0
Carl,2021-11-09,Mountain,82.0,5043.0
Carl,2021-11-10,Mountain,30.0,5043.0
Carl,2021-11-11,Mountain,10.0,5043.0
Carl,2021-11-12,Mountain,99.0,5043.0
Carl,2021-11-13,Mountain,48.0,5043.0
Carl,2021-11-14,Mountain,63.0,5043.0
Carl,2021-11-15,Mountain,66.0,5043.0
Carl,2021-11-16,Mountain,52.0,5043.0
Carl,2021-11-17,Mountain,76.0,5043.0
Carl,2021-11-18,Mountain,49.0,5043.0
Carl,2021-11-19,Mountain,16.0,5043.0
Carl,2021-11-20,Mountain,67.0,5043.0
Carl,2021-11-21,Mountain,7.0,5043.0
Carl,2021-11-22,Mountain,0.0,5043.0
Carl,2021-11-23,Mountain,56.0,5043.0
Carl,2021-11-24,Mountain,31.0,5043.0
Carl,2021-11-25,Mountain,89.0,5043.0
Carl,2021-11-26,Mountain,66.0,5043.0
Carl,2021-11-27,Mountain,5.0,5043.0
Carl,2021-11-28,Mountain,92.0,5043.0
Carl,2021-11-29,Mountain,90.0,5043.0
Carl,2021-11-30,Mountain,65.0,5043.0
Ollie,2021-11-01,Mountain,93.0,4678.0
Ollie,2021-11-02,Mountain,50.0,4678.0
Ollie,2021-11-03,Mountain,83.0,4678.0
Ollie,2021-11-04,Mountain,12.0,4678.0
Ollie,2021-11-05,Mountain,13.0,4678.0
Ollie,2021-11-06,Mountain,48.0,4678.0
Ollie,2021-11-07,Mountain,47.0,4678.0
Ollie,2021-11-08,Mountain,5.0,4678.0
Ollie,2021-11-09,Mountain,20.0,4678.0
Ollie,2021-11-10,Mountain,75.0,4678.0
Ollie,2021-11-11,Mountain,74.0,4678.0
Ollie,2021-11-12,Mountain,61.0,4678.0
Ollie,2021-11-13,Mountain,34.0,4678.0
Ollie,2021-11-14,Mountain,63.0,4678.0
Ollie,2021-11-15,Mountain,24.0,4678.0
Ollie,2021-11-16,Mountain,43.0,4678.0
Ollie,2021-11-17,Mountain,41.0,4678.0
Ollie,2021-11-18,Mountain,91.0,4678.0
Ollie,2021-11-19,Mountain,60.0,4678.0
Ollie,2021-11-20,Mountain,18.0,4678.0
Ollie,2021-11-21,Mountain,35.0,4678.0
Ollie,2021-11-22,Mountain,20.0,4678.0
Ollie,2021-11-23,Mountain,54.0,4678.0
Ollie,2021-11-24,Mountain,51.0,4678.0
Ollie,2021-11-25,Mountain,23.0,4678.0
Ollie,2021-11-26,Mountain,24.0,4678.0
Ollie,2021-11-27,Mountain,55.0,4678.0
Ollie,2021-11-28,Mountain,46.0,4678.0
Ollie,2021-11-29,Mountain,45.0,4678.0
Ollie,2021-11-30,Mountain,71.0,4678.0
Lorna,2021-11-01,Mountain,80.0,4409.0
Lorna,2021-11-02,Mountain,50.0,4409.0
Lorna,2021-11-03,Mountain,18.0,4409.0
Lorna,2021-11-04,Mountain,68.0,4409.0
Lorna,2021-11-05,Mountain,32.0,4409.0
Lorna,2021-11-06,Mountain,28.0,4409.0
Lorna,2021-11-07,Mountain,1.0,4409.0
Lorna,2021-11-08,Mountain,84.0,4409.0
Lorna,2021-11-09,Mountain,41.0,4409.0
Lorna,2021-11-10,Mountain,58.0,4409.0
Lorna,2021-11-11,Mountain,24.0,4409.0
Lorna,2021-11-12,Mountain,67.0,4409.0
Lorna,2021-11-13,Mountain,39.0,4409.0
Lorna,2021-11-14,Mountain,75.0,4409.0
Lorna,2021-11-15,Mountain,34.0,4409.0
Lorna,2021-11-16,Mountain,100.0,4409.0
Lorna,2021-11-17,Mountain,43.0,4409.0
Lorna,2021-11-18,Mountain,37.0,4409.0
Lorna,2021-11-19,Mountain,17.0,4409.0
Lorna,2021-11-20,Mountain,67.0,4409.0
Lorna,2021-11-21,Mountain,43.0,4409.0
Lorna,2021-11-22,Mountain,11.0,4409.0
Lorna,2021-11-23,Mountain,21.0,4409.0
Lorna,2021-11-24,Mountain,24.0,4409.0
Lorna,2021-11-25,Mountain,56.0,4409.0
Lorna,2021-11-26,Mountain,1.0,4409.0
Lorna,2021-11-27,Mountain,66.0,4409.0
Lorna,2021-11-28,Mountain,36.0,4409.0
Lorna,2021-11-29,Mountain,76.0,4409.0
Lorna,2021-11-30,Mountain,65.0,4409.0
Jenny,2021-11-01,Mountain,92.0,4132.0
Jenny,2021-11-02,Mountain,95.0,4132.0
Jenny,2021-11-03,Mountain,17.0,4132.0
Jenny,2021-11-04,Mountain,74.0,4132.0
Jenny,2021-11-05,Mountain,45.0,4132.0
Jenny,2021-11-06,Mountain,85.0,4132.0
Jenny,2021-11-07,Mountain,51.0,4132.0
Jenny,2021-11-08,Mountain,20.0,4132.0
Jenny,2021-11-09,Mountain,80.0,4132.0
Jenny,2021-11-10,Mountain,33.0,4132.0
Jenny,2021-11-11,Mountain,82.0,4132.0
Jenny,2021-11-12,Mountain,91.0,4132.0
Jenny,2021-11-13,Mountain,36.0,4132.0
Jenny,2021-11-14,Mountain,45.0,4132.0
Jenny,2021-11-15,Mountain,39.0,4132.0
Jenny,2021-11-16,Mountain,34.0,4132.0
Jenny,2021-11-17,Mountain,35.0,4132.0
Jenny,2021-11-18,Mountain,30.0,4132.0
Jenny,2021-11-19,Mountain,55.0,4132.0
Jenny,2021-11-20,Mountain,61.0,4132.0
Jenny,2021-11-21,Mountain,50.0,4132.0
Jenny,2021-11-22,Mountain,87.0,4132.0
Jenny,2021-11-23,Mountain,0.0,4132.0
Jenny,2021-11-24,Mountain,30.0,4132.0
Jenny,2021-11-25,Mountain,4.0,4132.0
Jenny,2021-11-26,Mountain,4.0,4132.0
Jenny,2021-11-27,Mountain,63.0,4132.0
Jenny,2021-11-28,Mountain,75.0,4132.0
Jenny,2021-11-29,Mountain,67.0,4132.0
Jenny,2021-11-30,Mountain,87.0,4132.0
Tom,2021-11-01,Mountain,20.0,4395.0
Tom,2021-11-02,Mountain,36.0,4395.0
Tom,2021-11-03,Mountain,49.0,4395.0
Tom,2021-11-04,Mountain,31.0,4395.0
Tom,2021-11-05,Mountain,94.0,4395.0
Tom,2021-11-06,Mountain,2.0,4395.0
Tom,2021-11-07,Mountain,71.0,4395.0
Tom,2021-11-08,Mountain,89.0,4395.0
Tom,2021-11-09,Mountain,70.0,4395.0
Tom,2021-11-10,Mountain,63.0,4395.0
Tom,2021-11-11,Mountain,66.0,4395.0
Tom,2021-11-12,Mountain,47.0,4395.0
Tom,2021-11-13,Mountain,5.0,4395.0
Tom,2021-11-14,Mountain,44.0,4395.0
Tom,2021-11-15,Mountain,25.0,4395.0
Tom,2021-11-16,Mountain,63.0,4395.0
Tom,2021-11-17,Mountain,37.0,4395.0
Tom,2021-11-18,Mountain,34.0,4395.0
Tom,2021-11-19,Mountain,99.0,4395.0
Tom,2021-11-20,Mountain,93.0,4395.0
Tom,2021-11-21,Mountain,28.0,4395.0
Tom,2021-11-22,Mountain,42.0,4395.0
Tom,2021-11-23,Mountain,39.0,4395.0
Tom,2021-11-24,Mountain,2.0,4395.0
Tom,2021-11-25,Mountain,37.0,4395.0
Tom,2021-11-26,Mountain,36.0,4395.0
Tom,2021-11-27,Mountain,78.0,4395.0
Tom,2021-11-28,Mountain,98.0,4395.0
Tom,2021-11-29,Mountain,5.0,4395.0
Tom,2021-11-30,Mountain,85.0,4395.0
